state_name,state_abbr,city,name,street,zip,hours,coming_soon
New York,NY,New York,32nd + Park,2 Park Ave,10016,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 4:00pm,FALSE
New York,NY,New York,38th + Broadway,1384 Broadway,10018,Mon - Sun 9:30am - 9:00pm,FALSE
New York,NY,New York,44th + 3rd,155 East 44th Street,10017,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,52nd + Lex,599 Lexington Ave,10022,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,55th + Park,60 E 55th St,10022,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,56th + Broadway,1740 Broadway,10019,Mon - Sun 9:30am - 10:00pm,FALSE
New York,NY,New York,61st + Lex,137 East 61st Street,10065,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,67th + Columbus,159 Columbus Ave,10023,Mon - Sun 9:30am - 10:00pm,FALSE
New York,NY,New York,71st + 1st,1321 1st Ave,10021,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,75th + Amsterdam,311 Amsterdam Ave,10023,Mon - Sun 9:30am - 10:00pm,FALSE
New York,NY,New York,85th + 3rd,1500 3rd Ave,10028,Mon - Sun 10:30am - 10:00pm,FALSE
New York,NY,New York,91st + Broadway,2460 Broadway,10025,Mon - Sun 9:30am - 9:00pm,FALSE
New York,NY,New York,Bowery,347 Bowery Ave,10003,Mon - Sun 10:30am - 10:00pm,FALSE
New York,NY,New York,Bryant Park,1114 6th Avenue,10036,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Chambers St,125 Chambers St,10007,Mon - Sun 10:30am - 10:00pm,FALSE
New York,NY,Chappaqua,Chappaqua,480 North Bedford Road suite D-5,10514,Mon - Sun 10:30am - 7:00pm,FALSE
New York,NY,New York,Columbia U,2937 Broadway,10025,Mon - Fri 9:30am - 10:30pm Sat - Sun 9:30am - 10:00pm,FALSE
New York,NY,Brooklyn,Court + Atlantic,127 Court St,11201,Mon - Sun 10:30am - 10:00pm,FALSE
New York,NY,Brooklyn,Downtown Brooklyn,106 Willoughby Street,11201,Mon - Sun 10:30am - 10:00pm,FALSE
New York,NY,Brooklyn,DUMBO,50 Washington St,11201,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,Forest Hills,Forest Hills,106-24 71st Avenue,11375,Mon - Sun 10:00am - 10:00pm,FALSE
New York,NY,Garden City,Garden City,191 Seventh Street suite B,11530,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Grand Central,230 Park Avenue,10169,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,Brooklyn,Greenpoint,723 Manhattan Avenue,11222,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Hudson Yards,10 Hudson Yards,10001,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,Huntington Station,Huntington,"160 Walt Whitman Road, Space 1021C",11746,Mon - Sun 10:30am - 8:00pm,FALSE
New York,NY,Long Island City,Long Island City,25-35 44th Drive,11101,Mon - Fri 10:00am - 10:00pm Sat - Sun 10:30am - 10:00pm,FALSE
New York,NY,New York,Lower East Side,167 Orchard Street,10002,Mon - Sun 10:00am - 10:00pm,FALSE
New York,NY,Manhasset,Manhasset,1595 Northern Boulevard,11030,Mon - Sun 10:00am - 9:00pm Temporary Hours 9/19 Sat 10:00am - 4:00pm (Today) 9/20 Sun 10:00am - 4:00pm,FALSE
New York,NY,New York,Meatpacking,32 Gansevoort St,10014,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Murray Hill,606 1st Ave,10016,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Nolita,100 Kenmare St,10012,Mon - Sun 9:30am - 10:00pm,FALSE
New York,NY,New York,NoMad,1153 Broadway,10001,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 8:00pm,FALSE
New York,NY,Brooklyn,Park Slope,76-78 Saint Marks Avenue,11217,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Penn Plaza,7 Pennsylvania Plaza,10001,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 5:00pm,FALSE
New York,NY,New York,Rockefeller Center,30 Rockefeller Plaza,10112,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Spring + Hudson,315 Hudson Street,10013,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 4:00pm,FALSE
New York,NY,New York,Union Square,870 Broadway,10003,Mon - Sun 10:30am - 9:00pm,FALSE
New York,NY,Scarsdale,Vernon Hills,696 White Plains Road,10583,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
New York,NY,New York,Wall Street,67 Wall St,10005,Mon - Thu 10:30am - 9:00pm Fri - Sun 10:30am - 8:00pm,FALSE
New York,NY,Brooklyn,Williamsburg,162 N 4th St,11211,Mon - Sun 10:30am - 11:00pm,FALSE
New York,NY,Woodbury,Woodbury,7969 Jericho Turnpike,11797,Mon - Sat 10:30am - 7:00pm Sun 10:30am - 4:00pm,FALSE
New York,NY,New York,World Trade Center,3 World Trade Center space 1300,10007,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 4:00pm,FALSE
Ohio,OH,Dublin,Downtown Dublin,36 North High Street,43017,Mon - Sun 10:30am - 9:00pm,FALSE
Ohio,OH,Liberty Township,Liberty Center,"7615 Blake Street, Space A, Bldg. K",45069,Mon - Sun 10:30am - 9:00pm,FALSE
Ohio,OH,Columbus,Short North,700 North High Street,43215,Mon - Sun 10:30am - 10:00pm,FALSE
Pennsylvania,PA,Philadelphia,10th + Walnut,924 Walnut St,19107,Mon - Sun 10:30am - 10:00pm,FALSE
Pennsylvania,PA,Philadelphia,16th + Market,1601 Market St,19103,Mon - Thu 9:30am - 9:00pm Fri 9:30am - 8:00pm,FALSE
Pennsylvania,PA,Ardmore,Ardmore,68 Coulter Ave,19003,Mon - Sun 10:30am - 9:00pm,FALSE
Pennsylvania,PA,Philadelphia,Fishtown,1359 Frankford Ave Suite 2,19125,Mon - Sun 10:00am - 9:00pm,FALSE
Pennsylvania,PA,King of Prussia,KOP Mall,350 Mall Boulevard suite 3035,19406,Mon - Thu 10:00am - 8:00pm Fri - Sat 10:00am - 9:00pm Sun 11:00am - 6:00pm,FALSE
Pennsylvania,PA,Philadelphia,Rittenhouse,1821 Chestnut St,19103,Mon - Sun 10:30am - 10:00pm,FALSE
Pennsylvania,PA,Philadelphia,UPenn,3925 Walnut St,19104,Mon - Sun 10:30am - 10:00pm,FALSE
Pennsylvania,PA,Wayne,Wayne,223 East Lancaster Avenue,19087,Mon - Sun 10:00am - 9:00pm,FALSE
Rhode Island,RI,Cranston,Cranston,111 Hillside Road Garden City Center,02920,Mon - Sun 10:00am - 10:00pm,FALSE
Tennessee,TN,Nashville,The Gulch,341 11th Avenue South,37203,Mon - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Austin,2nd + Colorado,200 West 2nd St.,78701,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 8:00pm,FALSE
Texas,TX,Dallas,Addison,5280 Belt Line Road suite 150,75254,Mon - Fri 10:30am - 10:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Cypress,Cypress,9955 Barker Cypress Road suite 110,77433,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Fort Worth,Fort Worth,1605 S University Drive,76107,Mon - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Dallas,Lakewood,6400 Gaston Avenue,75214,Mon - Fri 10:30am - 7:30pm Sat - Sun 10:30am - 4:00pm,FALSE
Texas,TX,Houston,Main + Walker,820 Main St.,77002,Mon - Fri 10:00am - 5:00pm,FALSE
Texas,TX,Houston,Montrose,1303 Westheimer,77006,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Austin,Mueller,1900 Aldrich Street suite 140,78723,Mon - Sun 10:00am - 9:30pm,FALSE
Texas,TX,San Antonio,Quarry Village,340 East Basse Road suite 101,78209,Mon - Fri 10:00am - 10:00pm Sat - Sun 10:00am - 9:00pm,FALSE
Texas,TX,Houston,Rice Village,2551 Amherst St,77005,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Dallas,Snider Plaza,6565 Hillcrest Avenue Suite 140,75205,Mon - Thu 10:30am - 9:00pm Fri - Sat 10:30am - 8:00pm Sun 10:30am - 9:00pm,FALSE
Texas,TX,Austin,South Congress,1007 South Congress Ave.,78704,Mon - Sun 9:30am - 10:00pm,FALSE
Texas,TX,Southlake,Southlake,1111 East Southlake Boulevard suite 430,76092,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 7:30pm,FALSE
Texas,TX,Austin,The Domain NORTHSIDE,11501 Rock Rose Avenue suite 124,78758,Mon - Sun 10:00am - 9:00pm,FALSE
Texas,TX,Austin,The Drag,2234 Guadalupe St,78705,Mon - Thu 10:00am - 9:00pm Fri - Sun 10:00am - 8:00pm,FALSE
Texas,TX,Houston,The Heights,600 North Shepherd Drive suite 149,77007,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,The Woodlands,The Woodlands,9595 Six Pines Drive #1065,77380,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Houston,Uptown Park,1141 Uptown Park Blvd suite 05,77056,Mon - Fri 10:00am - 9:00pm Sat - Sun 10:30am - 9:00pm,FALSE
Texas,TX,Austin,West Lake Hills,701 South Capital of Texas Highway Suite A050,78746,Mon - Sun 10:30am - 8:00pm,FALSE
Texas,TX,Dallas,West Village,"3636 McKinney Avenue, Suite 100",75204,Mon - Fri 10:00am - 10:30pm Sat - Sun 10:30am - 10:30pm,FALSE
Utah,UT,Salt Lake City,Sugar House,2188 Highland Drive suite #103,84106,Mon - Sun 10:00am - 10:00pm,FALSE
Virginia,VA,Arlington,Ballston,4075 Wilson Blvd #C,22203,Mon - Sat 9:30am - 10:00pm Sun 10:30am - 10:00pm,FALSE
Virginia,VA,Richmond,Carytown Exchange,3502 West Cary Street,23221,Mon - Sun 10:00am - 9:00pm,FALSE
Virginia,VA,Arlington,Clarendon,3100 Clarendon Blvd,22201,Mon - Sun 9:30am - 9:00pm,FALSE
Virginia,VA,Arlington,Crystal City,"2200 Crystal Dr, Ste E",22202,Mon - Fri 9:30am - 8:00pm Sat - Sun 9:30am - 4:00pm,FALSE
Virginia,VA,Fairfax,Fairfax Corner,4225 Fairfax Corner Avenue East,22030,Mon - Sun 10:00am - 9:00pm,FALSE
Virginia,VA,McLean,McLean,6220 Old Dominion Drive,22101,Mon - Sun 10:00am - 9:00pm,FALSE
Virginia,VA,Fairfax,Mosaic,"2905 District Ave, Ste 185",22031,Mon - Sun 9:30am - 10:00pm,FALSE
Virginia,VA,Alexandria,Old Town,823 King St,22314,Mon - Sat 9:15am - 11:00pm Sun 10:30am - 10:00pm,FALSE
Virginia,VA,Ashburn,One Loudoun,20347 Exchange Street,20147,Mon - Sun 10:30am - 9:00pm,FALSE
Virginia,VA,Arlington,Pentagon City,"575 12th Rd South, Suite B2",22202,Mon - Fri 10:30am - 8:30pm Sat - Sun 10:30am - 7:00pm,FALSE
Virginia,VA,Tysons,Pike 7 Plaza,8405 Leesburg Pike,22182,Mon - Sun 10:00am - 10:00pm,FALSE
Virginia,VA,Reston,Reston,1824 Library St,20190,Mon - Sun 9:30am - 9:00pm,FALSE
Virginia,VA,Arlington,Rosslyn,1800 N Lynn St,22209,Mon - Sun 10:00am - 9:00pm,FALSE
Virginia,VA,McLean,Tysons Galleria,2001 International Dr,22102,Mon - Sat 10:30am - 8:00pm Sun 11:00am - 6:00pm,FALSE
Washington,WA,Seattle,11th + Pine,"1530 11th Avenue, Suite A",98122,Mon - Fri 10:00am - 10:00pm Sat - Sun 10:30am - 10:00pm,FALSE
Washington,WA,Seattle,South Lake Union,801 Lenora Street,98121,Mon - Fri 10:00am - 10:00pm Sat - Sun 10:30am - 10:00pm,FALSE
Washington,WA,Kirkland,Totem Lake,11900 Northeast Village Plaza suite 164,98034,Mon - Fri 10:00am - 10:00pm Sat - Sun 10:30am - 10:00pm,FALSE
Wisconsin,WI,Brookfield,Brookfield,"20330 West Lord Street, Suite G117",53045,Mon - Sat 10:30am - 9:00pm Sun 10:30am - 6:00pm,FALSE
Wisconsin,WI,Madison,Hilldale,418 N Midvale Blvd,53705,Mon - Sun 10:00am - 9:00pm,FALSE
Wisconsin,WI,Madison,Madison,652 State Street,53703,Mon - Sun 10:30am - 9:00pm,FALSE
Wisconsin,WI,Milwaukee,Third Ward,300 East Buffalo Street,53202,Mon - Fri 10:30am - 9:00pm Sat - Sun 10:30am - 7:00pm,FALSE
