state_abbr,city,street,city_slug,street_slug,url
CA,Palm Desert,34100 Monterey Ave,palm-desert,34100-monterey-ave,https://locations.chipotle.com/ca/palm-desert/34100-monterey-ave
CA,Apple Valley,19179 Bear Valley Rd,apple-valley,19179-bear-valley-rd,https://locations.chipotle.com/ca/apple-valley/19179-bear-valley-rd
CA,Barstow,2590 High Point Pkwy,barstow,2590-high-point-pkwy,https://locations.chipotle.com/ca/barstow/2590-high-point-pkwy
CA,Palm Springs,2465 E Palm Canyon Dr,palm-springs,2465-e-palm-canyon-dr,https://locations.chipotle.com/ca/palm-springs/2465-e-palm-canyon-dr
CA,La Quinta,79174 Highway 111,la-quinta,79174-highway-111,https://locations.chipotle.com/ca/la-quinta/79174-highway-111
CA,Carlsbad,3416 Via Mercato,carlsbad,3416-via-mercato,https://locations.chipotle.com/ca/carlsbad/3416-via-mercato
CA,Oceanside,4111 Oceanside Blvd,oceanside,4111-oceanside-blvd,https://locations.chipotle.com/ca/oceanside/4111-oceanside-blvd
CA,Vista,30 Main St,vista,30-main-st,https://locations.chipotle.com/ca/vista/30-main-st
CA,Carlsbad,2505 Palomar Airport Rd,carlsbad,2505-palomar-airport-rd,https://locations.chipotle.com/ca/carlsbad/2505-palomar-airport-rd
CA,Oceanside,2611 Vista Way,oceanside,2611-vista-way,https://locations.chipotle.com/ca/oceanside/2611-vista-way
CA,Escondido,200 E Via Rancho Pkwy,escondido,200-e-via-rancho-pkwy,https://locations.chipotle.com/ca/escondido/200-e-via-rancho-pkwy
CA,Escondido,1201 E Valley Pkwy,escondido,1201-e-valley-pkwy,https://locations.chipotle.com/ca/escondido/1201-e-valley-pkwy
CA,San Marcos,575 Grand Ave,san-marcos,575-grand-ave,https://locations.chipotle.com/ca/san-marcos/575-grand-ave
CA,Palm Desert,72333 Highway 111,palm-desert,72333-highway-111,https://locations.chipotle.com/ca/palm-desert/72333-highway-111
CA,Oceanside,495 College Blvd,oceanside,495-college-blvd,https://locations.chipotle.com/ca/oceanside/495-college-blvd
CA,Hesperia,9770 Mariposa Rd,hesperia,9770-mariposa-rd,https://locations.chipotle.com/ca/hesperia/9770-mariposa-rd
MN,Maple Grove,9881 Maple Grove Pkwy N,maple-grove,9881-maple-grove-pkwy-n,https://locations.chipotle.com/mn/maple-grove/9881-maple-grove-pkwy-n
MN,Coon Rapids,3455 River Rapids Dr Nw,coon-rapids,3455-river-rapids-dr-nw,https://locations.chipotle.com/mn/coon-rapids/3455-river-rapids-dr-nw
MN,Brooklyn Park,7631 Jolly Ln,brooklyn-park,7631-jolly-ln,https://locations.chipotle.com/mn/brooklyn-park/7631-jolly-ln
MN,Champlin,11209 Aquila Dr N,champlin,11209-aquila-dr-n,https://locations.chipotle.com/mn/champlin/11209-aquila-dr-n
MN,Rogers,13590 Northdale Blvd,rogers,13590-northdale-blvd,https://locations.chipotle.com/mn/rogers/13590-northdale-blvd
MN,Elk River,18201 Carson Ct Nw,elk-river,18201-carson-ct-nw,https://locations.chipotle.com/mn/elk-river/18201-carson-ct-nw
MN,Maple Grove,7750 Main St N,maple-grove,7750-main-st-n,https://locations.chipotle.com/mn/maple-grove/7750-main-st-n
MN,Plymouth,3425 Vicksburg Ln N,plymouth,3425-vicksburg-ln-n,https://locations.chipotle.com/mn/plymouth/3425-vicksburg-ln-n
MN,Crystal,5608 W Broadway Ave,crystal,5608-w-broadway-ave,https://locations.chipotle.com/mn/crystal/5608-w-broadway-ave
MN,Golden Valley,515 Winnetka Ave N,golden-valley,515-winnetka-ave-n,https://locations.chipotle.com/mn/golden-valley/515-winnetka-ave-n
MN,Columbia Heights,5200 Central Ave Ne,columbia-heights,5200-central-ave-ne,https://locations.chipotle.com/mn/columbia-heights/5200-central-ave-ne
MN,Brooklyn Center,5711 Xerxes Ave N,brooklyn-center,5711-xerxes-ave-n,https://locations.chipotle.com/mn/brooklyn-center/5711-xerxes-ave-n
MN,Blaine,10450 Baltimore St Ne,blaine,10450-baltimore-st-ne,https://locations.chipotle.com/mn/blaine/10450-baltimore-st-ne
MN,Blaine,599 Northtown Dr Ne,blaine,599-northtown-dr-ne,https://locations.chipotle.com/mn/blaine/599-northtown-dr-ne
GA,Norcross,5175 Peachtree Pkwy,norcross,5175-peachtree-pkwy,https://locations.chipotle.com/ga/norcross/5175-peachtree-pkwy
IN,West Lafayette,200 W State St,west-lafayette,200-w-state-st,https://locations.chipotle.com/in/west-lafayette/200-w-state-st
IN,Kokomo,1201 S Reed Rd,kokomo,1201-s-reed-rd,https://locations.chipotle.com/in/kokomo/1201-s-reed-rd
IN,Richmond,3726 National Rd E,richmond,3726-national-rd-e,https://locations.chipotle.com/in/richmond/3726-national-rd-e
IN,Lafayette,4030 South St,lafayette,4030-south-st,https://locations.chipotle.com/in/lafayette/4030-south-st
GA,Gainesville,1134 Dawsonville Hwy,gainesville,1134-dawsonville-hwy,https://locations.chipotle.com/ga/gainesville/1134-dawsonville-hwy
GA,Atlanta,4400 Ashford Dunwoody Rd Ne,atlanta,4400-ashford-dunwoody-rd-ne,https://locations.chipotle.com/ga/atlanta/4400-ashford-dunwoody-rd-ne
GA,Duluth,2190 Peachtree Industrial Blvd,duluth,2190-peachtree-industrial-blvd,https://locations.chipotle.com/ga/duluth/2190-peachtree-industrial-blvd
GA,Norcross,5485 Jimmy Carter Blvd,norcross,5485-jimmy-carter-blvd,https://locations.chipotle.com/ga/norcross/5485-jimmy-carter-blvd
GA,Chamblee,5001 Peachtree Blvd,chamblee,5001-peachtree-blvd,https://locations.chipotle.com/ga/chamblee/5001-peachtree-blvd
GA,Morrow,2011 Mount Zion Rd,morrow,2011-mount-zion-rd,https://locations.chipotle.com/ga/morrow/2011-mount-zion-rd
GA,Canton,2026 Cumming Hwy,canton,2026-cumming-hwy,https://locations.chipotle.com/ga/canton/2026-cumming-hwy
GA,Tucker,4347 Hugh Howell Rd,tucker,4347-hugh-howell-rd,https://locations.chipotle.com/ga/tucker/4347-hugh-howell-rd
GA,Marietta,1281 Johnson Ferry Rd,marietta,1281-johnson-ferry-rd,https://locations.chipotle.com/ga/marietta/1281-johnson-ferry-rd
GA,Duluth,11720 Medlock Bridge Rd,duluth,11720-medlock-bridge-rd,https://locations.chipotle.com/ga/duluth/11720-medlock-bridge-rd
GA,Kennesaw,777 Townpark Ln Nw,kennesaw,777-townpark-ln-nw,https://locations.chipotle.com/ga/kennesaw/777-townpark-ln-nw
GA,Roswell,10800 Alpharetta Hwy,roswell,10800-alpharetta-hwy,https://locations.chipotle.com/ga/roswell/10800-alpharetta-hwy
GA,Atlanta,123 Perimeter Ctr W,atlanta,123-perimeter-ctr-w,https://locations.chipotle.com/ga/atlanta/123-perimeter-ctr-w
GA,Cumming,905 Market Place Blvd,cumming,905-market-place-blvd,https://locations.chipotle.com/ga/cumming/905-market-place-blvd
GA,Suwanee,3186 Lawrenceville Suwanee Rd,suwanee,3186-lawrenceville-suwanee-rd,https://locations.chipotle.com/ga/suwanee/3186-lawrenceville-suwanee-rd
GA,Atlanta,2973 Cobb Pkwy Se,atlanta,2973-cobb-pkwy-se,https://locations.chipotle.com/ga/atlanta/2973-cobb-pkwy-se
GA,Conyers,1467 Highway 138 Se,conyers,1467-highway-138-se,https://locations.chipotle.com/ga/conyers/1467-highway-138-se
GA,Atlanta,2078 Henderson Mill Rd Ne,atlanta,2078-henderson-mill-rd-ne,https://locations.chipotle.com/ga/atlanta/2078-henderson-mill-rd-ne
GA,Mcdonough,1442 Highway 20 W,mcdonough,1442-highway-20-w,https://locations.chipotle.com/ga/mcdonough/1442-highway-20-w
GA,Snellville,1650 Scenic Highway S,snellville,1650-scenic-highway-s,https://locations.chipotle.com/ga/snellville/1650-scenic-highway-s
FL,Port Saint Lucie,1768 Sw Saint Lucie West Blvd,port-saint-lucie,1768-sw-saint-lucie-west-blvd,https://locations.chipotle.com/fl/port-saint-lucie/1768-sw-saint-lucie-west-blvd
FL,Stuart,2181 Se Federal Hwy,stuart,2181-se-federal-hwy,https://locations.chipotle.com/fl/stuart/2181-se-federal-hwy
FL,Vero Beach,5855 20th St,vero-beach,5855-20th-st,https://locations.chipotle.com/fl/vero-beach/5855-20th-st
FL,Stuart,2421 Nw Federal Hwy,stuart,2421-nw-federal-hwy,https://locations.chipotle.com/fl/stuart/2421-nw-federal-hwy
IL,Chicago,2302 W 95th St,chicago,2302-w-95th-st,https://locations.chipotle.com/il/chicago/2302-w-95th-st
IL,Chicago,2743 N Elston Ave,chicago,2743-n-elston-ave,https://locations.chipotle.com/il/chicago/2743-n-elston-ave
IL,Chicago,610 W Diversey Pkwy,chicago,610-w-diversey-pkwy,https://locations.chipotle.com/il/chicago/610-w-diversey-pkwy
IL,Chicago,4657 W Irving Park Rd,chicago,4657-w-irving-park-rd,https://locations.chipotle.com/il/chicago/4657-w-irving-park-rd
IL,Chicago,1025 W Belmont Ave,chicago,1025-w-belmont-ave,https://locations.chipotle.com/il/chicago/1025-w-belmont-ave
IL,Chicago,1522 E 53rd St,chicago,1522-e-53rd-st,https://locations.chipotle.com/il/chicago/1522-e-53rd-st
IL,Chicago,6600 N Sheridan Rd,chicago,6600-n-sheridan-rd,https://locations.chipotle.com/il/chicago/6600-n-sheridan-rd
IL,Chicago,3312 N Western Ave,chicago,3312-n-western-ave,https://locations.chipotle.com/il/chicago/3312-n-western-ave
IL,Chicago,5330 S Pulaski Rd,chicago,5330-s-pulaski-rd,https://locations.chipotle.com/il/chicago/5330-s-pulaski-rd
IL,Chicago,7561 S Cicero Ave,chicago,7561-s-cicero-ave,https://locations.chipotle.com/il/chicago/7561-s-cicero-ave
IL,Chicago,3227 W Addison St,chicago,3227-w-addison-st,https://locations.chipotle.com/il/chicago/3227-w-addison-st
IL,Chicago,2640 N Narragansett Ave,chicago,2640-n-narragansett-ave,https://locations.chipotle.com/il/chicago/2640-n-narragansett-ave
IL,Chicago,1733 N Damen Ave,chicago,1733-n-damen-ave,https://locations.chipotle.com/il/chicago/1733-n-damen-ave
IL,Chicago,41 W 87th St,chicago,41-w-87th-st,https://locations.chipotle.com/il/chicago/41-w-87th-st
IL,Chicago,5224 N Broadway St,chicago,5224-n-broadway-st,https://locations.chipotle.com/il/chicago/5224-n-broadway-st
IL,Chicago,2809 N Ashland Ave,chicago,2809-n-ashland-ave,https://locations.chipotle.com/il/chicago/2809-n-ashland-ave
IL,Chicago,2000 N Clybourn Ave,chicago,2000-n-clybourn-ave,https://locations.chipotle.com/il/chicago/2000-n-clybourn-ave
IL,Chicago,806 W 63rd St,chicago,806-w-63rd-st,https://locations.chipotle.com/il/chicago/806-w-63rd-st
NV,Sparks,1560 E Lincoln Way,sparks,1560-e-lincoln-way,https://locations.chipotle.com/nv/sparks/1560-e-lincoln-way
NV,Reno,5144 Mae Anne Ave,reno,5144-mae-anne-ave,https://locations.chipotle.com/nv/reno/5144-mae-anne-ave
NV,Reno,6395 S Mccarran Blvd,reno,6395-s-mccarran-blvd,https://locations.chipotle.com/nv/reno/6395-s-mccarran-blvd
NV,Reno,537 S Meadows Pkwy,reno,537-s-meadows-pkwy,https://locations.chipotle.com/nv/reno/537-s-meadows-pkwy
MA,Dedham,176 Providence Hwy,dedham,176-providence-hwy,https://locations.chipotle.com/ma/dedham/176-providence-hwy
MA,Westwood,217 University Ave,westwood,217-university-ave,https://locations.chipotle.com/ma/westwood/217-university-ave
NV,Carson City,1457 S Carson St,carson-city,1457-s-carson-st,https://locations.chipotle.com/nv/carson-city/1457-s-carson-st
MA,Saugus,444 Broadway,saugus,444-broadway,https://locations.chipotle.com/ma/saugus/444-broadway
MA,Bedford,301 Great Rd,bedford,301-great-rd,https://locations.chipotle.com/ma/bedford/301-great-rd
MA,Burlington,110 Mall Rd,burlington,110-mall-rd,https://locations.chipotle.com/ma/burlington/110-mall-rd
MA,Medford,616 Fellsway,medford,616-fellsway,https://locations.chipotle.com/ma/medford/616-fellsway
MA,Swampscott,450 Paradise Rd,swampscott,450-paradise-rd,https://locations.chipotle.com/ma/swampscott/450-paradise-rd
MA,Waltham,1030 Main St,waltham,1030-main-st,https://locations.chipotle.com/ma/waltham/1030-main-st
MA,Hingham,92 Derby St,hingham,92-derby-st,https://locations.chipotle.com/ma/hingham/92-derby-st
MA,Norwood,1415 Boston Providence Highway,norwood,1415-boston-providence-highway,https://locations.chipotle.com/ma/norwood/1415-boston-providence-highway
MA,Woburn,112 Commerce Way,woburn,112-commerce-way,https://locations.chipotle.com/ma/woburn/112-commerce-way
MA,Reading,46 Walkers Brook Dr,reading,46-walkers-brook-dr,https://locations.chipotle.com/ma/reading/46-walkers-brook-dr
MA,Randolph,51 Warren St,randolph,51-warren-st,https://locations.chipotle.com/ma/randolph/51-warren-st
KS,Topeka,2040 Sw Wanamaker Rd,topeka,2040-sw-wanamaker-rd,https://locations.chipotle.com/ks/topeka/2040-sw-wanamaker-rd
KS,Lawrence,1420 W 23rd St,lawrence,1420-w-23rd-st,https://locations.chipotle.com/ks/lawrence/1420-w-23rd-st
KS,Salina,2375 S 9th St,salina,2375-s-9th-st,https://locations.chipotle.com/ks/salina/2375-s-9th-st
KS,Manhattan,606 N Manhattan Ave,manhattan,606-n-manhattan-ave,https://locations.chipotle.com/ks/manhattan/606-n-manhattan-ave
KS,Lawrence,4000 W 6th St,lawrence,4000-w-6th-st,https://locations.chipotle.com/ks/lawrence/4000-w-6th-st
KS,Lawrence,911 Massachusetts St,lawrence,911-massachusetts-st,https://locations.chipotle.com/ks/lawrence/911-massachusetts-st
FL,Doral,2000 Nw 87th Ave,doral,2000-nw-87th-ave,https://locations.chipotle.com/fl/doral/2000-nw-87th-ave
UT,Orem,715 E University Pkwy,orem,715-e-university-pkwy,https://locations.chipotle.com/ut/orem/715-e-university-pkwy
UT,Murray,5141 S State St,murray,5141-s-state-st,https://locations.chipotle.com/ut/murray/5141-s-state-st
UT,West Bountiful,135 N 500 W,west-bountiful,135-n-500-w,https://locations.chipotle.com/ut/west-bountiful/135-n-500-w
UT,Salt Lake City,734 E 400 S,salt-lake-city,734-e-400-s,https://locations.chipotle.com/ut/salt-lake-city/734-e-400-s
UT,Riverdale,849 W Riverdale Rd,riverdale,849-w-riverdale-rd,https://locations.chipotle.com/ut/riverdale/849-w-riverdale-rd
UT,Layton,1035 W Antelope Dr,layton,1035-w-antelope-dr,https://locations.chipotle.com/ut/layton/1035-w-antelope-dr
UT,Cottonwood Heights,6924 S Park Centre Dr,cottonwood-heights,6924-s-park-centre-dr,https://locations.chipotle.com/ut/cottonwood-heights/6924-s-park-centre-dr
VT,Burlington,580 Shelburne Rd,burlington,580-shelburne-rd,https://locations.chipotle.com/vt/burlington/580-shelburne-rd
UT,Sandy,10387 S State St,sandy,10387-s-state-st,https://locations.chipotle.com/ut/sandy/10387-s-state-st
UT,Salt Lake City,1011 E 2100 S,salt-lake-city,1011-e-2100-s,https://locations.chipotle.com/ut/salt-lake-city/1011-e-2100-s
SC,North Augusta,362 E Martintown Rd,north-augusta,362-e-martintown-rd,https://locations.chipotle.com/sc/north-augusta/362-e-martintown-rd
SC,Columbia,6070 Garners Ferry Rd,columbia,6070-garners-ferry-rd,https://locations.chipotle.com/sc/columbia/6070-garners-ferry-rd
SC,Columbia,619 Gervais St,columbia,619-gervais-st,https://locations.chipotle.com/sc/columbia/619-gervais-st
SC,Columbia,276 Harbison Blvd,columbia,276-harbison-blvd,https://locations.chipotle.com/sc/columbia/276-harbison-blvd
VA,Richmond,10 N Nansemond St,richmond,10-n-nansemond-st,https://locations.chipotle.com/va/richmond/10-n-nansemond-st
VA,Richmond,810 West Grace Street,richmond,810-west-grace-street,https://locations.chipotle.com/va/richmond/810-west-grace-street
VA,Glen Allen,5300 Wyndham Forest Dr,glen-allen,5300-wyndham-forest-dr,https://locations.chipotle.com/va/glen-allen/5300-wyndham-forest-dr
VA,Richmond,4930 W Broad St,richmond,4930-w-broad-st,https://locations.chipotle.com/va/richmond/4930-w-broad-st
VA,North Chesterfield,7106 Midlothian Tpke,north-chesterfield,7106-midlothian-tpke,https://locations.chipotle.com/va/north-chesterfield/7106-midlothian-tpke
VA,Richmond,7000 Forest Ave,richmond,7000-forest-ave,https://locations.chipotle.com/va/richmond/7000-forest-ave
VA,Glen Allen,10501 W Broad St,glen-allen,10501-w-broad-st,https://locations.chipotle.com/va/glen-allen/10501-w-broad-st
VA,Richmond,11728 W Broad St,richmond,11728-w-broad-st,https://locations.chipotle.com/va/richmond/11728-w-broad-st
VA,North Chesterfield,11440 Midlothian Tpke,north-chesterfield,11440-midlothian-tpke,https://locations.chipotle.com/va/north-chesterfield/11440-midlothian-tpke
VA,Colonial Heights,1901 Southpark Blvd,colonial-heights,1901-southpark-blvd,https://locations.chipotle.com/va/colonial-heights/1901-southpark-blvd
VA,Glen Allen,1070 Virginia Center Pkwy,glen-allen,1070-virginia-center-pkwy,https://locations.chipotle.com/va/glen-allen/1070-virginia-center-pkwy
VA,Richmond,8955 Staples Mill Rd,richmond,8955-staples-mill-rd,https://locations.chipotle.com/va/richmond/8955-staples-mill-rd
VA,Chester,2423 W Hundred Rd,chester,2423-w-hundred-rd,https://locations.chipotle.com/va/chester/2423-w-hundred-rd
VA,Midlothian,13300 Rittenhouse Dr,midlothian,13300-rittenhouse-dr,https://locations.chipotle.com/va/midlothian/13300-rittenhouse-dr
VA,Richmond,8675 Quioccasin Rd,richmond,8675-quioccasin-rd,https://locations.chipotle.com/va/richmond/8675-quioccasin-rd
CA,Paso Robles,98 Niblick Rd,paso-robles,98-niblick-rd,https://locations.chipotle.com/ca/paso-robles/98-niblick-rd
CA,Oxnard,1291 S Victoria Ave,oxnard,1291-s-victoria-ave,https://locations.chipotle.com/ca/oxnard/1291-s-victoria-ave
CA,Camarillo,660 Ventura Blvd,camarillo,660-ventura-blvd,https://locations.chipotle.com/ca/camarillo/660-ventura-blvd
CA,Thousand Oaks,162 W Hillcrest Dr,thousand-oaks,162-w-hillcrest-dr,https://locations.chipotle.com/ca/thousand-oaks/162-w-hillcrest-dr
CA,Arroyo Grande,1229 E Grand Ave,arroyo-grande,1229-e-grand-ave,https://locations.chipotle.com/ca/arroyo-grande/1229-e-grand-ave
CA,Oxnard,369 W Esplanade Dr,oxnard,369-w-esplanade-dr,https://locations.chipotle.com/ca/oxnard/369-w-esplanade-dr
CA,Thousand Oaks,935 Broadbeck Dr,thousand-oaks,935-broadbeck-dr,https://locations.chipotle.com/ca/thousand-oaks/935-broadbeck-dr
CA,San Luis Obispo,297 Madonna Rd,san-luis-obispo,297-madonna-rd,https://locations.chipotle.com/ca/san-luis-obispo/297-madonna-rd
CA,Simi Valley,1263 Simi Town Center Way,simi-valley,1263-simi-town-center-way,https://locations.chipotle.com/ca/simi-valley/1263-simi-town-center-way
CA,Ventura,1145 S Victoria Ave,ventura,1145-s-victoria-ave,https://locations.chipotle.com/ca/ventura/1145-s-victoria-ave
CA,Ventura,488 S Mills Rd,ventura,488-s-mills-rd,https://locations.chipotle.com/ca/ventura/488-s-mills-rd
CA,Goleta,270 Storke Rd,goleta,270-storke-rd,https://locations.chipotle.com/ca/goleta/270-storke-rd
CA,Santa Barbara,3851 State St,santa-barbara,3851-state-st,https://locations.chipotle.com/ca/santa-barbara/3851-state-st
TX,Amarillo,2414 S Georgia St,amarillo,2414-s-georgia-st,https://locations.chipotle.com/tx/amarillo/2414-s-georgia-st
TX,Lubbock,2411 Glenna Goodacre Blvd,lubbock,2411-glenna-goodacre-blvd,https://locations.chipotle.com/tx/lubbock/2411-glenna-goodacre-blvd
TX,Lubbock,8201 Quaker Ave,lubbock,8201-quaker-ave,https://locations.chipotle.com/tx/lubbock/8201-quaker-ave
TX,Lubbock,2912 W Loop 289,lubbock,2912-w-loop-289,https://locations.chipotle.com/tx/lubbock/2912-w-loop-289
MI,Brighton,8599 W Grand River Ave,brighton,8599-w-grand-river-ave,https://locations.chipotle.com/mi/brighton/8599-w-grand-river-ave
MI,Flint,4485 Miller Rd,flint,4485-miller-rd,https://locations.chipotle.com/mi/flint/4485-miller-rd
IN,Bloomington,420 E Kirkwood Ave,bloomington,420-e-kirkwood-ave,https://locations.chipotle.com/in/bloomington/420-e-kirkwood-ave
IN,Bloomington,2894 E 3rd St,bloomington,2894-e-3rd-st,https://locations.chipotle.com/in/bloomington/2894-e-3rd-st
IN,Columbus,2260 N National Rd,columbus,2260-n-national-rd,https://locations.chipotle.com/in/columbus/2260-n-national-rd
IN,Evansville,499 N Green River Rd,evansville,499-n-green-river-rd,https://locations.chipotle.com/in/evansville/499-n-green-river-rd
IN,Aurora,1040 Green Blvd,aurora,1040-green-blvd,https://locations.chipotle.com/in/aurora/1040-green-blvd
FL,Tampa,533 S Howard Ave,tampa,533-s-howard-ave,https://locations.chipotle.com/fl/tampa/533-s-howard-ave
FL,Tampa,309 N West Shore Blvd,tampa,309-n-west-shore-blvd,https://locations.chipotle.com/fl/tampa/309-n-west-shore-blvd
FL,Brandon,103 Brandon Town Center Dr,brandon,103-brandon-town-center-dr,https://locations.chipotle.com/fl/brandon/103-brandon-town-center-dr
FL,Brandon,829 E Bloomingdale Ave,brandon,829-e-bloomingdale-ave,https://locations.chipotle.com/fl/brandon/829-e-bloomingdale-ave
FL,Tampa,2011 N Dale Mabry Hwy,tampa,2011-n-dale-mabry-hwy,https://locations.chipotle.com/fl/tampa/2011-n-dale-mabry-hwy
FL,Brandon,459 Brandon Town Center Mall,brandon,459-brandon-town-center-mall,https://locations.chipotle.com/fl/brandon/459-brandon-town-center-mall
FL,Tampa,3696 W Gandy Blvd,tampa,3696-w-gandy-blvd,https://locations.chipotle.com/fl/tampa/3696-w-gandy-blvd
FL,Tampa,2223 N West Shore Blvd,tampa,2223-n-west-shore-blvd,https://locations.chipotle.com/fl/tampa/2223-n-west-shore-blvd
FL,Tampa,9466 W Linebaugh Ave,tampa,9466-w-linebaugh-ave,https://locations.chipotle.com/fl/tampa/9466-w-linebaugh-ave
FL,Tampa,7002 Gunn Hwy,tampa,7002-gunn-hwy,https://locations.chipotle.com/fl/tampa/7002-gunn-hwy
FL,Lutz,25442 Sierra Center Blvd,lutz,25442-sierra-center-blvd,https://locations.chipotle.com/fl/lutz/25442-sierra-center-blvd
FL,Tampa,12827 N Dale Mabry Hwy,tampa,12827-n-dale-mabry-hwy,https://locations.chipotle.com/fl/tampa/12827-n-dale-mabry-hwy
FL,Tampa,2576 E Fowler Ave,tampa,2576-e-fowler-ave,https://locations.chipotle.com/fl/tampa/2576-e-fowler-ave
FL,Tampa,18019 Highwoods Preserve Pkwy,tampa,18019-highwoods-preserve-pkwy,https://locations.chipotle.com/fl/tampa/18019-highwoods-preserve-pkwy
PA,State College,116 Hiester St,state-college,116-hiester-st,https://locations.chipotle.com/pa/state-college/116-hiester-st
PA,Erie,2204 W 12th St,erie,2204-w-12th-st,https://locations.chipotle.com/pa/erie/2204-w-12th-st
PA,Erie,6611 Peach St,erie,6611-peach-st,https://locations.chipotle.com/pa/erie/6611-peach-st
PA,Altoona,1600 Osgood Dr,altoona,1600-osgood-dr,https://locations.chipotle.com/pa/altoona/1600-osgood-dr
IL,Peru,4349 Venture Dr,peru,4349-venture-dr,https://locations.chipotle.com/il/peru/4349-venture-dr
IL,Rockford,751 S Perryville Rd,rockford,751-s-perryville-rd,https://locations.chipotle.com/il/rockford/751-s-perryville-rd
IL,Joliet,2848 Plainfield Rd,joliet,2848-plainfield-rd,https://locations.chipotle.com/il/joliet/2848-plainfield-rd
IL,Machesney Park,1570 W Lane Rd,machesney-park,1570-w-lane-rd,https://locations.chipotle.com/il/machesney-park/1570-w-lane-rd
IL,Mchenry,2304 N Richmond Rd,mchenry,2304-n-richmond-rd,https://locations.chipotle.com/il/mchenry/2304-n-richmond-rd
IL,Crystal Lake,5006 Northwest Hwy,crystal-lake,5006-northwest-hwy,https://locations.chipotle.com/il/crystal-lake/5006-northwest-hwy
IL,Frankfort,11129 W Lincoln Hwy,frankfort,11129-w-lincoln-hwy,https://locations.chipotle.com/il/frankfort/11129-w-lincoln-hwy
IL,Plainfield,12720 S Route 59,plainfield,12720-s-route-59,https://locations.chipotle.com/il/plainfield/12720-s-route-59
IL,New Lenox,641 E Lincoln Hwy,new-lenox,641-e-lincoln-hwy,https://locations.chipotle.com/il/new-lenox/641-e-lincoln-hwy
IL,Joliet,2609 W Jefferson St,joliet,2609-w-jefferson-st,https://locations.chipotle.com/il/joliet/2609-w-jefferson-st
IL,Dekalb,2383 Sycamore Rd,dekalb,2383-sycamore-rd,https://locations.chipotle.com/il/dekalb/2383-sycamore-rd
IL,Dekalb,1013 W Lincoln Hwy,dekalb,1013-w-lincoln-hwy,https://locations.chipotle.com/il/dekalb/1013-w-lincoln-hwy
IL,Romeoville,253 S Weber Road,romeoville,253-s-weber-road,https://locations.chipotle.com/il/romeoville/253-s-weber-road
IL,Bourbonnais,1601 N State Route 50,bourbonnais,1601-n-state-route-50,https://locations.chipotle.com/il/bourbonnais/1601-n-state-route-50
MO,Belton,1424 E North Ave,belton,1424-e-north-ave,https://locations.chipotle.com/mo/belton/1424-e-north-ave
MO,Blue Springs,1115 Ne Coronado Dr,blue-springs,1115-ne-coronado-dr,https://locations.chipotle.com/mo/blue-springs/1115-ne-coronado-dr
MO,Lees Summit,900 Ne Columbus St,lees-summit,900-ne-columbus-st,https://locations.chipotle.com/mo/lees-summit/900-ne-columbus-st
MO,Lees Summit,1716 Nw Chipman Rd,lees-summit,1716-nw-chipman-rd,https://locations.chipotle.com/mo/lees-summit/1716-nw-chipman-rd
MO,Kansas City,4151 Sterling Ave,kansas-city,4151-sterling-ave,https://locations.chipotle.com/mo/kansas-city/4151-sterling-ave
MO,Kansas City,501 W 75th St,kansas-city,501-w-75th-st,https://locations.chipotle.com/mo/kansas-city/501-w-75th-st
MO,Saint Joseph,5107 N Belt Hwy,saint-joseph,5107-n-belt-hwy,https://locations.chipotle.com/mo/saint-joseph/5107-n-belt-hwy
MO,Kansas City,8700 Ne Flintlock Rd,kansas-city,8700-ne-flintlock-rd,https://locations.chipotle.com/mo/kansas-city/8700-ne-flintlock-rd
MO,Kansas City,1370 Walnut St,kansas-city,1370-walnut-st,https://locations.chipotle.com/mo/kansas-city/1370-walnut-st
MO,Kansas City,203 Ne Englewood Rd,kansas-city,203-ne-englewood-rd,https://locations.chipotle.com/mo/kansas-city/203-ne-englewood-rd
MO,Kansas City,4323 N Chouteau Trfy,kansas-city,4323-n-chouteau-trfy,https://locations.chipotle.com/mo/kansas-city/4323-n-chouteau-trfy
MO,Kansas City,4851 Main St,kansas-city,4851-main-st,https://locations.chipotle.com/mo/kansas-city/4851-main-st
MO,Kansas City,6314 N Chatham Ave,kansas-city,6314-n-chatham-ave,https://locations.chipotle.com/mo/kansas-city/6314-n-chatham-ave
MO,Raytown,9205 E State Route 350,raytown,9205-e-state-route-350,https://locations.chipotle.com/mo/raytown/9205-e-state-route-350
MO,Kansas City,8600 N Boardwalk Ave,kansas-city,8600-n-boardwalk-ave,https://locations.chipotle.com/mo/kansas-city/8600-n-boardwalk-ave
MO,Kansas City,1713 W 39th St,kansas-city,1713-w-39th-st,https://locations.chipotle.com/mo/kansas-city/1713-w-39th-st
MO,Grandview,12348 S Us Highway 71,grandview,12348-s-us-highway-71,https://locations.chipotle.com/mo/grandview/12348-s-us-highway-71
MO,Independence,18880 E Valley View Pkwy,independence,18880-e-valley-view-pkwy,https://locations.chipotle.com/mo/independence/18880-e-valley-view-pkwy
MO,Kansas City,10221 State Line Rd,kansas-city,10221-state-line-rd,https://locations.chipotle.com/mo/kansas-city/10221-state-line-rd
MO,Kansas City,13127 State Line Rd,kansas-city,13127-state-line-rd,https://locations.chipotle.com/mo/kansas-city/13127-state-line-rd
