state_abbr,city,street,city_slug,street_slug,url
ID,Meridian,1323 W Chinden Blvd,meridian,1323-w-chinden-blvd,https://locations.chipotle.com/id/meridian/1323-w-chinden-blvd
CA,Brentwood,7580 Brentwood Blvd,brentwood,7580-brentwood-blvd,https://locations.chipotle.com/ca/brentwood/7580-brentwood-blvd
KS,Topeka,2001 Se 28th St,topeka,2001-se-28th-st,https://locations.chipotle.com/ks/topeka/2001-se-28th-st
NY,Olean,2727 W State St,olean,2727-w-state-st,https://locations.chipotle.com/ny/olean/2727-w-state-st
FL,Inverness,911 W Main St,inverness,911-w-main-st,https://locations.chipotle.com/fl/inverness/911-w-main-st
GA,Dunwoody,8753 Roswell Rd,dunwoody,8753-roswell-rd,https://locations.chipotle.com/ga/dunwoody/8753-roswell-rd
MI,Commerce Township,273 Haggerty Rd,commerce-township,273-haggerty-rd,https://locations.chipotle.com/mi/commerce-township/273-haggerty-rd
PA,Huntingdon Valley,2090 County Line Rd,huntingdon-valley,2090-county-line-rd,https://locations.chipotle.com/pa/huntingdon-valley/2090-county-line-rd
GA,Pooler,2120 Pooler Pkwy,pooler,2120-pooler-pkwy,https://locations.chipotle.com/ga/pooler/2120-pooler-pkwy
NJ,Burlington,1805 Mount Holly Rd,burlington,1805-mount-holly-rd,https://locations.chipotle.com/nj/burlington/1805-mount-holly-rd
UT,Washington,1560 Grapevine Xing,washington,1560-grapevine-xing,https://locations.chipotle.com/ut/washington/1560-grapevine-xing
AZ,Tucson,4857 E Grant Rd,tucson,4857-e-grant-rd,https://locations.chipotle.com/az/tucson/4857-e-grant-rd
FL,Kissimmee,4390 W Vine St,kissimmee,4390-w-vine-st,https://locations.chipotle.com/fl/kissimmee/4390-w-vine-st
FL,Fort Pierce,5545 Okeechobee Rd,fort-pierce,5545-okeechobee-rd,https://locations.chipotle.com/fl/fort-pierce/5545-okeechobee-rd
IN,Indianapolis,6830 Lake Plaza Dr,indianapolis,6830-lake-plaza-dr,https://locations.chipotle.com/in/indianapolis/6830-lake-plaza-dr
RI,North Kingstown,118 Gate Rd,north-kingstown,118-gate-rd,https://locations.chipotle.com/ri/north-kingstown/118-gate-rd
ID,Nampa,1260 N Happy Valley Rd,nampa,1260-n-happy-valley-rd,https://locations.chipotle.com/id/nampa/1260-n-happy-valley-rd
NY,New York,2575 Broadway,new-york,2575-broadway,https://locations.chipotle.com/ny/new-york/2575-broadway
IN,Evansville,2800 N Green River Rd,evansville,2800-n-green-river-rd,https://locations.chipotle.com/in/evansville/2800-n-green-river-rd
CA,Victorville,12304 Palmdale Rd,victorville,12304-palmdale-rd,https://locations.chipotle.com/ca/victorville/12304-palmdale-rd
IL,Chicago,1611 N Western Ave,chicago,1611-n-western-ave,https://locations.chipotle.com/il/chicago/1611-n-western-ave
FL,Miramar,12581 Miramar Pkwy,miramar,12581-miramar-pkwy,https://locations.chipotle.com/fl/miramar/12581-miramar-pkwy
GA,Commerce,30874 Us 441 S,commerce,30874-us-441-s,https://locations.chipotle.com/ga/commerce/30874-us-441-s
MI,Wixom,28703 S Wixom Rd,wixom,28703-s-wixom-rd,https://locations.chipotle.com/mi/wixom/28703-s-wixom-rd
WI,West Bend,855 W Paradise Dr,west-bend,855-w-paradise-dr,https://locations.chipotle.com/wi/west-bend/855-w-paradise-dr
UT,Farmington,138 N 1100 W,farmington,138-n-1100-w,https://locations.chipotle.com/ut/farmington/138-n-1100-w
FL,Minneola,1677 N Hancock Rd,minneola,1677-n-hancock-rd,https://locations.chipotle.com/fl/minneola/1677-n-hancock-rd
IN,Lafayette,3235 Builder Drive,lafayette,3235-builder-drive,https://locations.chipotle.com/in/lafayette/3235-builder-drive
NY,Auburn,1 Plaza Dr,auburn,1-plaza-dr,https://locations.chipotle.com/ny/auburn/1-plaza-dr
TX,Houston,2522 Eldridge Parkway,houston,2522-eldridge-parkway,https://locations.chipotle.com/tx/houston/2522-eldridge-parkway
MO,Saint Louis,8650 Olive Blvd,saint-louis,8650-olive-blvd,https://locations.chipotle.com/mo/saint-louis/8650-olive-blvd
ID,Twin Falls,118 Cheney Dr W,twin-falls,118-cheney-dr-w,https://locations.chipotle.com/id/twin-falls/118-cheney-dr-w
MN,North Branch,5330 St Croix Trail,north-branch,5330-st-croix-trail,https://locations.chipotle.com/mn/north-branch/5330-st-croix-trail
VA,Fredericksburg,5621 Plank Rd,fredericksburg,5621-plank-rd,https://locations.chipotle.com/va/fredericksburg/5621-plank-rd
PA,Homestead,650 E Waterfront Dr,homestead,650-e-waterfront-dr,https://locations.chipotle.com/pa/homestead/650-e-waterfront-dr
OR,Tigard,16200 Sw Pacific Hwy,tigard,16200-sw-pacific-hwy,https://locations.chipotle.com/or/tigard/16200-sw-pacific-hwy
NY,Buffalo,2236 Delaware Ave,buffalo,2236-delaware-ave,https://locations.chipotle.com/ny/buffalo/2236-delaware-ave
WA,Poulsbo,21401 Olhava Way,poulsbo,21401-olhava-way,https://locations.chipotle.com/wa/poulsbo/21401-olhava-way
UT,Park City,6699 N Landmark Dr,park-city,6699-n-landmark-dr,https://locations.chipotle.com/ut/park-city/6699-n-landmark-dr
CA,Sacramento,2650 Arena Blvd,sacramento,2650-arena-blvd,https://locations.chipotle.com/ca/sacramento/2650-arena-blvd
FL,Haines City,35654 Us 27 N,haines-city,35654-us-27-n,https://locations.chipotle.com/fl/haines-city/35654-us-27-n
NY,Bronx,1776 Eastchester Rd,bronx,1776-eastchester-rd,https://locations.chipotle.com/ny/bronx/1776-eastchester-rd
VA,Richmond,3064 N Arthur Ashe Blvd,richmond,3064-n-arthur-ashe-blvd,https://locations.chipotle.com/va/richmond/3064-n-arthur-ashe-blvd
TX,Brownsville,2425 Paredes Line Rd,brownsville,2425-paredes-line-rd,https://locations.chipotle.com/tx/brownsville/2425-paredes-line-rd
IN,Evansville,1310 Hirschland Rd,evansville,1310-hirschland-rd,https://locations.chipotle.com/in/evansville/1310-hirschland-rd
PA,Philadelphia,12000 Roosevelt Blvd,philadelphia,12000-roosevelt-blvd,https://locations.chipotle.com/pa/philadelphia/12000-roosevelt-blvd
CO,Colorado Springs,6530 Tutt Blvd,colorado-springs,6530-tutt-blvd,https://locations.chipotle.com/co/colorado-springs/6530-tutt-blvd
VA,Stafford,810 Wonder Rd,stafford,810-wonder-rd,https://locations.chipotle.com/va/stafford/810-wonder-rd
FL,Melbourne,4999 N Wickham Rd,melbourne,4999-n-wickham-rd,https://locations.chipotle.com/fl/melbourne/4999-n-wickham-rd
TN,Millington,8599 Us Highway 51 N,millington,8599-us-highway-51-n,https://locations.chipotle.com/tn/millington/8599-us-highway-51-n
UT,Vineyard,661 E 450 N,vineyard,661-e-450-n,https://locations.chipotle.com/ut/vineyard/661-e-450-n
OH,North Ridgeville,34712 Center Ridge Rd,north-ridgeville,34712-center-ridge-rd,https://locations.chipotle.com/oh/north-ridgeville/34712-center-ridge-rd
NY,Johnson City,621 Harry L Dr,johnson-city,621-harry-l-dr,https://locations.chipotle.com/ny/johnson-city/621-harry-l-dr
NC,Roanoke Rapids,304 Premier Blvd,roanoke-rapids,304-premier-blvd,https://locations.chipotle.com/nc/roanoke-rapids/304-premier-blvd
OH,Cincinnati,3639 W Fork Rd,cincinnati,3639-w-fork-rd,https://locations.chipotle.com/oh/cincinnati/3639-w-fork-rd
GA,Grayson,1860 Grayson Hwy,grayson,1860-grayson-hwy,https://locations.chipotle.com/ga/grayson/1860-grayson-hwy
CA,Redwood City,224 Redwood Shores Pkwy,redwood-city,224-redwood-shores-pkwy,https://locations.chipotle.com/ca/redwood-city/224-redwood-shores-pkwy
CA,Bakersfield,3345 Buena Vista Rd,bakersfield,3345-buena-vista-rd,https://locations.chipotle.com/ca/bakersfield/3345-buena-vista-rd
OR,Warrenton,103a Us 101,warrenton,103a-us-101,https://locations.chipotle.com/or/warrenton/103a-us-101
ID,Caldwell,5005 Cleveland Blvd,caldwell,5005-cleveland-blvd,https://locations.chipotle.com/id/caldwell/5005-cleveland-blvd
TX,Houston,12625 State Highway 249,houston,12625-state-highway-249,https://locations.chipotle.com/tx/houston/12625-state-highway-249
FL,Orange Park,876 Blanding Blvd,orange-park,876-blanding-blvd,https://locations.chipotle.com/fl/orange-park/876-blanding-blvd
CO,Castle Rock,5954 Promenade Pkwy,castle-rock,5954-promenade-pkwy,https://locations.chipotle.com/co/castle-rock/5954-promenade-pkwy
CA,Stockton,1205 E Hammer Ln,stockton,1205-e-hammer-ln,https://locations.chipotle.com/ca/stockton/1205-e-hammer-ln
CA,Huntington Beach,20962 Magnolia St,huntington-beach,20962-magnolia-st,https://locations.chipotle.com/ca/huntington-beach/20962-magnolia-st
WY,Laramie,2615 E Grand Ave,laramie,2615-e-grand-ave,https://locations.chipotle.com/wy/laramie/2615-e-grand-ave
IL,Chicago,2935 W Peterson Ave,chicago,2935-w-peterson-ave,https://locations.chipotle.com/il/chicago/2935-w-peterson-ave
WV,Beckley,1080 N Eisenhower Dr,beckley,1080-n-eisenhower-dr,https://locations.chipotle.com/wv/beckley/1080-n-eisenhower-dr
VA,Winchester,120 Merchant St,winchester,120-merchant-st,https://locations.chipotle.com/va/winchester/120-merchant-st
UT,South Salt Lake,2140 S State St,south-salt-lake,2140-s-state-st,https://locations.chipotle.com/ut/south-salt-lake/2140-s-state-st
GA,Lilburn,4805 Lawrenceville Hwy Nw,lilburn,4805-lawrenceville-hwy-nw,https://locations.chipotle.com/ga/lilburn/4805-lawrenceville-hwy-nw
CA,Bakersfield,9723 Panama Ln,bakersfield,9723-panama-ln,https://locations.chipotle.com/ca/bakersfield/9723-panama-ln
FL,Jacksonville,11919 Atlantic Blvd,jacksonville,11919-atlantic-blvd,https://locations.chipotle.com/fl/jacksonville/11919-atlantic-blvd
FL,Apopka,1215 W Orange Blossom Trl,apopka,1215-w-orange-blossom-trl,https://locations.chipotle.com/fl/apopka/1215-w-orange-blossom-trl
CA,Wildomar,24032 Clinton Keith Rd,wildomar,24032-clinton-keith-rd,https://locations.chipotle.com/ca/wildomar/24032-clinton-keith-rd
NV,Pahrump,540 S Hwy 160,pahrump,540-s-hwy-160,https://locations.chipotle.com/nv/pahrump/540-s-hwy-160
GA,South Fulton,5823 Campbellton Rd Sw,south-fulton,5823-campbellton-rd-sw,https://locations.chipotle.com/ga/south-fulton/5823-campbellton-rd-sw
GA,Lawrenceville,1475 Pleasant Hill Rd,lawrenceville,1475-pleasant-hill-rd,https://locations.chipotle.com/ga/lawrenceville/1475-pleasant-hill-rd
MT,Great Falls,1900 10th Ave S,great-falls,1900-10th-ave-s,https://locations.chipotle.com/mt/great-falls/1900-10th-ave-s
NY,Bronx,557 Grand Concourse,bronx,557-grand-concourse,https://locations.chipotle.com/ny/bronx/557-grand-concourse
KY,Hopkinsville,3100 Fort Campbell Blvd,hopkinsville,3100-fort-campbell-blvd,https://locations.chipotle.com/ky/hopkinsville/3100-fort-campbell-blvd
WA,College Place,1715 Se Meadowbrook Blvd,college-place,1715-se-meadowbrook-blvd,https://locations.chipotle.com/wa/college-place/1715-se-meadowbrook-blvd
AZ,Tucson,5353 E Broadway Blvd,tucson,5353-e-broadway-blvd,https://locations.chipotle.com/az/tucson/5353-e-broadway-blvd
OR,Ontario,1657 E Idaho Ave,ontario,1657-e-idaho-ave,https://locations.chipotle.com/or/ontario/1657-e-idaho-ave
MS,Madison,164 Grandview Blvd,madison,164-grandview-blvd,https://locations.chipotle.com/ms/madison/164-grandview-blvd
GA,Fort Oglethorpe,2989 Battlefield Pkwy,fort-oglethorpe,2989-battlefield-pkwy,https://locations.chipotle.com/ga/fort-oglethorpe/2989-battlefield-pkwy
PA,Pittsburgh,3510 Forbes Ave,pittsburgh,3510-forbes-ave,https://locations.chipotle.com/pa/pittsburgh/3510-forbes-ave
FL,Davenport,2116 Triglia Way,davenport,2116-triglia-way,https://locations.chipotle.com/fl/davenport/2116-triglia-way
MS,Flowood,108 Market St,flowood,108-market-st,https://locations.chipotle.com/ms/flowood/108-market-st
SC,Indian Land,7680 Charlotte Hwy,indian-land,7680-charlotte-hwy,https://locations.chipotle.com/sc/indian-land/7680-charlotte-hwy
PA,Tarentum,1003 Village Center Dr,tarentum,1003-village-center-dr,https://locations.chipotle.com/pa/tarentum/1003-village-center-dr
CT,Monroe,143 Purdy Hill Rd,monroe,143-purdy-hill-rd,https://locations.chipotle.com/ct/monroe/143-purdy-hill-rd
RI,Rumford,75 Newport Ave,rumford,75-newport-ave,https://locations.chipotle.com/ri/rumford/75-newport-ave
WV,Morgantown,117 Foxtown Dr,morgantown,117-foxtown-dr,https://locations.chipotle.com/wv/morgantown/117-foxtown-dr
CA,Atascadero,6435 Morro Rd,atascadero,6435-morro-rd,https://locations.chipotle.com/ca/atascadero/6435-morro-rd
MD,Columbia,9851 Broken Land Pkwy,columbia,9851-broken-land-pkwy,https://locations.chipotle.com/md/columbia/9851-broken-land-pkwy
WA,Vancouver,14003 Ne 10th Ave,vancouver,14003-ne-10th-ave,https://locations.chipotle.com/wa/vancouver/14003-ne-10th-ave
IL,Bolingbrook,256 S Weber Rd,bolingbrook,256-s-weber-rd,https://locations.chipotle.com/il/bolingbrook/256-s-weber-rd
MD,Charlotte Hall,30030 Three Notch Rd,charlotte-hall,30030-three-notch-rd,https://locations.chipotle.com/md/charlotte-hall/30030-three-notch-rd
PA,Johnstown,1431 Scalp Avenue,johnstown,1431-scalp-avenue,https://locations.chipotle.com/pa/johnstown/1431-scalp-avenue
IN,Mishawaka,4411 Lincolnway E,mishawaka,4411-lincolnway-e,https://locations.chipotle.com/in/mishawaka/4411-lincolnway-e
IN,Bloomington,3151 W 3rd St,bloomington,3151-w-3rd-st,https://locations.chipotle.com/in/bloomington/3151-w-3rd-st
OR,Lebanon,2590 S Santiam Hwy,lebanon,2590-s-santiam-hwy,https://locations.chipotle.com/or/lebanon/2590-s-santiam-hwy
IN,Chesterton,2700 Matson Dr,chesterton,2700-matson-dr,https://locations.chipotle.com/in/chesterton/2700-matson-dr
MA,Marlborough,651 Boston Post Road East,marlborough,651-boston-post-road-east,https://locations.chipotle.com/ma/marlborough/651-boston-post-road-east
WA,Spokane,9926 West Sunset Highway,spokane,9926-west-sunset-highway,https://locations.chipotle.com/wa/spokane/9926-west-sunset-highway
UT,Pleasant Grove,470 S Pleasant Grove Blvd,pleasant-grove,470-s-pleasant-grove-blvd,https://locations.chipotle.com/ut/pleasant-grove/470-s-pleasant-grove-blvd
IA,Davenport,1020 W Kimberly Rd,davenport,1020-w-kimberly-rd,https://locations.chipotle.com/ia/davenport/1020-w-kimberly-rd
NE,Omaha,19005 Oakmont Dr,omaha,19005-oakmont-dr,https://locations.chipotle.com/ne/omaha/19005-oakmont-dr
PA,Pittsburgh,50 Towne Square Way,pittsburgh,50-towne-square-way,https://locations.chipotle.com/pa/pittsburgh/50-towne-square-way
PA,Royersford,70 Buckwalter Rd,royersford,70-buckwalter-rd,https://locations.chipotle.com/pa/royersford/70-buckwalter-rd
TX,Princeton,800 W Princeton Drive,princeton,800-w-princeton-drive,https://locations.chipotle.com/tx/princeton/800-w-princeton-drive
TN,Kingsport,1401 E Stone Dr,kingsport,1401-e-stone-dr,https://locations.chipotle.com/tn/kingsport/1401-e-stone-dr
TX,Lubbock,11909 Quaker Ave,lubbock,11909-quaker-ave,https://locations.chipotle.com/tx/lubbock/11909-quaker-ave
NC,Charlotte,4022 Connection Point Blvd,charlotte,4022-connection-point-blvd,https://locations.chipotle.com/nc/charlotte/4022-connection-point-blvd
CA,Yucca Valley,57592 29 Palms Hwy,yucca-valley,57592-29-palms-hwy,https://locations.chipotle.com/ca/yucca-valley/57592-29-palms-hwy
OR,Corvallis,550 Ne Circle Blvd,corvallis,550-ne-circle-blvd,https://locations.chipotle.com/or/corvallis/550-ne-circle-blvd
UT,Eagle Mountain,4315 N Pony Express Pkwy,eagle-mountain,4315-n-pony-express-pkwy,https://locations.chipotle.com/ut/eagle-mountain/4315-n-pony-express-pkwy
NE,Fremont,3550 E Elk Ln,fremont,3550-e-elk-ln,https://locations.chipotle.com/ne/fremont/3550-e-elk-ln
TX,Stafford,3549 S Main St,stafford,3549-s-main-st,https://locations.chipotle.com/tx/stafford/3549-s-main-st
MA,Medfield,250 Main Street,medfield,250-main-street,https://locations.chipotle.com/ma/medfield/250-main-street
CA,Hayward,22263 Foothill Boulevard,hayward,22263-foothill-boulevard,https://locations.chipotle.com/ca/hayward/22263-foothill-boulevard
WV,Weirton,261 Saint Thomas Dr,weirton,261-saint-thomas-dr,https://locations.chipotle.com/wv/weirton/261-saint-thomas-dr
CO,Clifton,3233 I 70 Business Loop,clifton,3233-i-70-business-loop,https://locations.chipotle.com/co/clifton/3233-i-70-business-loop
IL,Evergreen Park,3259 W 95th Street,evergreen-park,3259-w-95th-street,https://locations.chipotle.com/il/evergreen-park/3259-w-95th-street
OH,Maple Heights,5501 Warrensville Center Rd,maple-heights,5501-warrensville-center-rd,https://locations.chipotle.com/oh/maple-heights/5501-warrensville-center-rd
AL,Birmingham,5342 Highway 280,birmingham,5342-highway-280,https://locations.chipotle.com/al/birmingham/5342-highway-280
MS,Pearl,5718 Highway 80 E,pearl,5718-highway-80-e,https://locations.chipotle.com/ms/pearl/5718-highway-80-e
MO,Saint Louis,9621 Manchester Rd,saint-louis,9621-manchester-rd,https://locations.chipotle.com/mo/saint-louis/9621-manchester-rd
CA,Visalia,248 N Plaza Dr,visalia,248-n-plaza-dr,https://locations.chipotle.com/ca/visalia/248-n-plaza-dr
AZ,Peoria,28576 N El Mirage Rd,peoria,28576-n-el-mirage-rd,https://locations.chipotle.com/az/peoria/28576-n-el-mirage-rd
PA,Pottstown,200 Shoemaker Rd,pottstown,200-shoemaker-rd,https://locations.chipotle.com/pa/pottstown/200-shoemaker-rd
MA,Medway,67b Main St,medway,67b-main-st,https://locations.chipotle.com/ma/medway/67b-main-st
MD,Dundalk,1723 Merritt Boulevard,dundalk,1723-merritt-boulevard,https://locations.chipotle.com/md/dundalk/1723-merritt-boulevard
PA,Uniontown,65 Matthew Dr,uniontown,65-matthew-dr,https://locations.chipotle.com/pa/uniontown/65-matthew-dr
TX,Temple,7121 W Adams Ave,temple,7121-w-adams-ave,https://locations.chipotle.com/tx/temple/7121-w-adams-ave
FL,Orlando,7091 Narcoossee Rd,orlando,7091-narcoossee-rd,https://locations.chipotle.com/fl/orlando/7091-narcoossee-rd
NY,Rochester,2735 Monroe Ave,rochester,2735-monroe-ave,https://locations.chipotle.com/ny/rochester/2735-monroe-ave
IL,Marion,2804 Joseph Cannon Way,marion,2804-joseph-cannon-way,https://locations.chipotle.com/il/marion/2804-joseph-cannon-way
CO,Falcon,7565 Falcon Market Pl,falcon,7565-falcon-market-pl,https://locations.chipotle.com/co/falcon/7565-falcon-market-pl
IN,Evansville,4710 W Lloyd Expy,evansville,4710-w-lloyd-expy,https://locations.chipotle.com/in/evansville/4710-w-lloyd-expy
FL,Deerfield Beach,3311 W Hillsboro Blvd,deerfield-beach,3311-w-hillsboro-blvd,https://locations.chipotle.com/fl/deerfield-beach/3311-w-hillsboro-blvd
UT,West Valley City,2640 S 5600 W,west-valley-city,2640-s-5600-w,https://locations.chipotle.com/ut/west-valley-city/2640-s-5600-w
TX,Austin,12400 W Us Highway 290,austin,12400-w-us-highway-290,https://locations.chipotle.com/tx/austin/12400-w-us-highway-290
AZ,Gilbert,3785 S Val Vista Dr,gilbert,3785-s-val-vista-dr,https://locations.chipotle.com/az/gilbert/3785-s-val-vista-dr
OR,Wood Village,920 Ne Wood Village Blvd,wood-village,920-ne-wood-village-blvd,https://locations.chipotle.com/or/wood-village/920-ne-wood-village-blvd
GA,Waycross,1751 Memorial Dr,waycross,1751-memorial-dr,https://locations.chipotle.com/ga/waycross/1751-memorial-dr
AL,Daphne,914 Van Ave,daphne,914-van-ave,https://locations.chipotle.com/al/daphne/914-van-ave
FL,Jacksonville,9172 Baymeadows Rd,jacksonville,9172-baymeadows-rd,https://locations.chipotle.com/fl/jacksonville/9172-baymeadows-rd
NV,Las Vegas,4332 W Cactus Ave,las-vegas,4332-w-cactus-ave,https://locations.chipotle.com/nv/las-vegas/4332-w-cactus-ave
IL,Dixon,1681 S Galena Ave,dixon,1681-s-galena-ave,https://locations.chipotle.com/il/dixon/1681-s-galena-ave
NJ,Shrewsbury,490b Shrewsbury Plz,shrewsbury,490b-shrewsbury-plz,https://locations.chipotle.com/nj/shrewsbury/490b-shrewsbury-plz
CA,Chino,8417 Pine Ave,chino,8417-pine-ave,https://locations.chipotle.com/ca/chino/8417-pine-ave
NJ,Toms River,465 Route 37 E,toms-river,465-route-37-e,https://locations.chipotle.com/nj/toms-river/465-route-37-e
VA,Chesterfield,15500 Hull Street Road,chesterfield,15500-hull-street-road,https://locations.chipotle.com/va/chesterfield/15500-hull-street-road
WV,White Hall,246 Middletown Loop,white-hall,246-middletown-loop,https://locations.chipotle.com/wv/white-hall/246-middletown-loop
WA,Spokane Valley,8909 E Trent Ave,spokane-valley,8909-e-trent-ave,https://locations.chipotle.com/wa/spokane-valley/8909-e-trent-ave
WA,Bremerton,4350 Wheaton Way,bremerton,4350-wheaton-way,https://locations.chipotle.com/wa/bremerton/4350-wheaton-way
MN,Inver Grove Heights,5697 Blaine Ave,inver-grove-heights,5697-blaine-ave,https://locations.chipotle.com/mn/inver-grove-heights/5697-blaine-ave
UT,Syracuse,1975 W 1700 S,syracuse,1975-w-1700-s,https://locations.chipotle.com/ut/syracuse/1975-w-1700-s
OH,Lebanon,1205 Columbus Ave,lebanon,1205-columbus-ave,https://locations.chipotle.com/oh/lebanon/1205-columbus-ave
SC,Rock Hill,330 Herlong Ave,rock-hill,330-herlong-ave,https://locations.chipotle.com/sc/rock-hill/330-herlong-ave
IA,Waukee,425 E Hickman Rd,waukee,425-e-hickman-rd,https://locations.chipotle.com/ia/waukee/425-e-hickman-rd
IN,Brownsburg,937 N Green St,brownsburg,937-n-green-st,https://locations.chipotle.com/in/brownsburg/937-n-green-st
PA,Monaca,89 Wagner Rd,monaca,89-wagner-rd,https://locations.chipotle.com/pa/monaca/89-wagner-rd
TX,Fort Worth,6301 N Beach St,fort-worth,6301-n-beach-st,https://locations.chipotle.com/tx/fort-worth/6301-n-beach-st
OH,North Royalton,5702 Royalton Rd,north-royalton,5702-royalton-rd,https://locations.chipotle.com/oh/north-royalton/5702-royalton-rd
OH,Berea,399 W Bagley Rd,berea,399-w-bagley-rd,https://locations.chipotle.com/oh/berea/399-w-bagley-rd
IN,Auburn,1150 W 7th St,auburn,1150-w-7th-st,https://locations.chipotle.com/in/auburn/1150-w-7th-st
OK,Broken Arrow,5405 S Aspen Ave,broken-arrow,5405-s-aspen-ave,https://locations.chipotle.com/ok/broken-arrow/5405-s-aspen-ave
MD,North East,2570 Pulaski Hwy,north-east,2570-pulaski-hwy,https://locations.chipotle.com/md/north-east/2570-pulaski-hwy
IL,Rolling Meadows,1458 Golf Rd,rolling-meadows,1458-golf-rd,https://locations.chipotle.com/il/rolling-meadows/1458-golf-rd
CA,Indio,49810 Jefferson St,indio,49810-jefferson-st,https://locations.chipotle.com/ca/indio/49810-jefferson-st
PA,Reading,5411 Perkiomen Ave,reading,5411-perkiomen-ave,https://locations.chipotle.com/pa/reading/5411-perkiomen-ave
AL,Florence,311 Cox Creek Pkwy,florence,311-cox-creek-pkwy,https://locations.chipotle.com/al/florence/311-cox-creek-pkwy
TX,Richmond,7111 Fm 1464 Rd,richmond,7111-fm-1464-rd,https://locations.chipotle.com/tx/richmond/7111-fm-1464-rd
OH,Cleveland,3530 Steelyard Dr,cleveland,3530-steelyard-dr,https://locations.chipotle.com/oh/cleveland/3530-steelyard-dr
FL,Crestview,2680 S Ferdon Blvd,crestview,2680-s-ferdon-blvd,https://locations.chipotle.com/fl/crestview/2680-s-ferdon-blvd
OH,Lima,1925 Bellefontaine Rd,lima,1925-bellefontaine-rd,https://locations.chipotle.com/oh/lima/1925-bellefontaine-rd
TX,Houston,4561 Fm 1960 Rd W,houston,4561-fm-1960-rd-w,https://locations.chipotle.com/tx/houston/4561-fm-1960-rd-w
IN,Jeffersonville,1620 Veterans Pkwy,jeffersonville,1620-veterans-pkwy,https://locations.chipotle.com/in/jeffersonville/1620-veterans-pkwy
CA,Murrieta,27970 Clinton Keith Rd,murrieta,27970-clinton-keith-rd,https://locations.chipotle.com/ca/murrieta/27970-clinton-keith-rd
FL,Pembroke Pines,8559 Pines Blvd,pembroke-pines,8559-pines-blvd,https://locations.chipotle.com/fl/pembroke-pines/8559-pines-blvd
NJ,Phillipsburg,1314 Us Rte 22 E,phillipsburg,1314-us-rte-22-e,https://locations.chipotle.com/nj/phillipsburg/1314-us-rte-22-e
CA,Merced,3120 Campus Pkwy,merced,3120-campus-pkwy,https://locations.chipotle.com/ca/merced/3120-campus-pkwy
NJ,North Brunswick,229 Grand Ave,north-brunswick,229-grand-ave,https://locations.chipotle.com/nj/north-brunswick/229-grand-ave
OR,Milwaukie,15717 Se Mcloughlin Blvd,milwaukie,15717-se-mcloughlin-blvd,https://locations.chipotle.com/or/milwaukie/15717-se-mcloughlin-blvd
AZ,Scottsdale,8099 E Mcdowell Rd,scottsdale,8099-e-mcdowell-rd,https://locations.chipotle.com/az/scottsdale/8099-e-mcdowell-rd
NY,Bronx,31 Hugh J Grant Cir,bronx,31-hugh-j-grant-cir,https://locations.chipotle.com/ny/bronx/31-hugh-j-grant-cir
FL,Davenport,49539 Highway 27,davenport,49539-highway-27,https://locations.chipotle.com/fl/davenport/49539-highway-27
FL,Sebring,1310 Us Highway 27 N,sebring,1310-us-highway-27-n,https://locations.chipotle.com/fl/sebring/1310-us-highway-27-n
CA,Jurupa Valley,4152 Pyrite St,jurupa-valley,4152-pyrite-st,https://locations.chipotle.com/ca/jurupa-valley/4152-pyrite-st
OH,Chillicothe,6 Saint Andrews Blvd,chillicothe,6-saint-andrews-blvd,https://locations.chipotle.com/oh/chillicothe/6-saint-andrews-blvd
MD,Cockeysville,York Road,cockeysville,york-road,https://locations.chipotle.com/md/cockeysville/york-road
PA,Thorndale,3203 E Lincoln Hwy East,thorndale,3203-e-lincoln-hwy-east,https://locations.chipotle.com/pa/thorndale/3203-e-lincoln-hwy-east
NJ,Vineland,3880 S Delsea Dr,vineland,3880-s-delsea-dr,https://locations.chipotle.com/nj/vineland/3880-s-delsea-dr
MN,Moorhead,3262 Us 10 E,moorhead,3262-us-10-e,https://locations.chipotle.com/mn/moorhead/3262-us-10-e
NV,North Las Vegas,6780 N 5th St,north-las-vegas,6780-n-5th-st,https://locations.chipotle.com/nv/north-las-vegas/6780-n-5th-st
CA,Fontana,8030 Cherry Ave,fontana,8030-cherry-ave,https://locations.chipotle.com/ca/fontana/8030-cherry-ave
TX,Abilene,1631 Hwy 351,abilene,1631-hwy-351,https://locations.chipotle.com/tx/abilene/1631-hwy-351
FL,Sanford,277 High Water Ln,sanford,277-high-water-ln,https://locations.chipotle.com/fl/sanford/277-high-water-ln
TN,Arlington,5350 Airline Rd,arlington,5350-airline-rd,https://locations.chipotle.com/tn/arlington/5350-airline-rd
NC,Wilmington,7964 Market St,wilmington,7964-market-st,https://locations.chipotle.com/nc/wilmington/7964-market-st
SC,Gaffney,1602 W Floyd Baker Blvd,gaffney,1602-w-floyd-baker-blvd,https://locations.chipotle.com/sc/gaffney/1602-w-floyd-baker-blvd
IN,Camby,8052 Upland Bnd,camby,8052-upland-bnd,https://locations.chipotle.com/in/camby/8052-upland-bnd
GA,Mableton,4835 Floyd Rd Sw,mableton,4835-floyd-rd-sw,https://locations.chipotle.com/ga/mableton/4835-floyd-rd-sw
NE,Elkhorn,18404 Evans St,elkhorn,18404-evans-st,https://locations.chipotle.com/ne/elkhorn/18404-evans-st
